FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 14,2,8602,Police Communications Operator II,Annual,63,1,67884.00,4276692.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 13,2,8601,Police Communications Operator I,Annual,20,1,109404.00,2188080.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 13,2,8601,Police Communications Operator I,Annual,13,1,104376.00,1356888.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 13,2,8601,Police Communications Operator I,Annual,8,1,99708.00,797664.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 13,2,8601,Police Communications Operator I,Annual,9,1,95160.00,856440.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 13,2,8601,Police Communications Operator I,Annual,9,1,90876.00,817884.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 13,2,8601,Police Communications Operator I,Annual,3,1,86772.00,260316.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 13,2,8601,Police Communications Operator I,Annual,37,1,82836.00,3064932.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 13,2,8601,Police Communications Operator I,Annual,11,1,79056.00,869616.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 13,2,8601,Police Communications Operator I,Annual,16,1,71076.00,1137216.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 13,2,8601,Police Communications Operator I,Annual,16,1,67884.00,1086144.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 13,2,8601,Police Communications Operator I,Annual,25,1,64836.00,1620900.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,I 13,2,8601,Police Communications Operator I,Annual,36,1,61824.00,2225664.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,B 15,1,0729,Information Coordinator,Annual,1,1,93504.00,93504.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,X 33,0,0306,Assistant Director,Annual,1,1,153384.00,153384.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,375724.00,375724.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4045,Fire Dispatch,2 0,29,8609,Coordinating Fire Communications,Monthly,2,1,13074.53,313789.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4045,Fire Dispatch,2 0,29,8607,Supervising Fire Communications Operator,Monthly,12,1,12284.13,1768915.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4045,Fire Dispatch,Q 02,29,8606,Fire Communications Operator II,Annual,27,1,123120.00,3324240.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4045,Fire Dispatch,Q 02,29,8606,Fire Communications Operator II,Annual,12,1,104616.00,1255392.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4045,Fire Dispatch,Q 01,29,8605,Fire Communications Operator I,Annual,27,1,87888.00,2372976.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4045,Fire Dispatch,Q 01,29,8605,Fire Communications Operator I,Annual,8,1,83592.00,668736.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4045,Fire Dispatch,Q 01,29,8605,Fire Communications Operator I,Annual,8,1,65916.00,527328.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4045,Fire Dispatch,B 13,1,0308,Staff Assistant,Annual,1,1,68616.00,68616.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4045,Fire Dispatch,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,30303.00,30303.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4045,Fire Dispatch,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,31241.00,31241.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4150,Behavioral Health Dispatch,2 0,29,8609,Coordinating Fire Communications,Monthly,1,1,13074.53,156894.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4150,Behavioral Health Dispatch,2 0,29,8607,Supervising Fire Communications Operator,Monthly,2,1,12284.13,294819.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4150,Behavioral Health Dispatch,Q 02,29,8606,Fire Communications Operator II,Annual,4,1,104616.00,418464.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4150,Behavioral Health Dispatch,Q 01,29,8605,Fire Communications Operator I,Annual,1,1,87888.00,87888.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4150,Behavioral Health Dispatch,Q 01,29,8605,Fire Communications Operator I,Annual,5,1,65916.00,329580.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4150,Behavioral Health Dispatch,B 14,4,1912,Project Coordinator,Annual,1,1,75336.00,75336.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4150,Behavioral Health Dispatch,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,15364.00,15364.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3010,Operations,4150,Behavioral Health Dispatch,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,6775.00,6775.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3020,Administrative Services,4016,Media Affairs,BX 17,10,0790,Public Relations Coordinator,Annual,1,1,83052.00,83052.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3020,Administrative Services,4016,Media Affairs,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1038.00,1038.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3020,Administrative Services,4021,Investigations,X 32,9,9684,Deputy Director,Annual,1,1,139140.00,139140.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3020,Administrative Services,4021,Investigations,I 13,2,8601,Police Communications Operator I,Annual,2,1,99708.00,199416.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3020,Administrative Services,4021,Investigations,I 13,2,8601,Police Communications Operator I,Annual,1,1,90876.00,90876.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3020,Administrative Services,4021,Investigations,I 13,2,8601,Police Communications Operator I,Annual,1,1,86772.00,86772.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3020,Administrative Services,4021,Investigations,I 13,2,8601,Police Communications Operator I,Annual,1,1,64836.00,64836.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3020,Administrative Services,4021,Investigations,I 13,2,8601,Police Communications Operator I,Annual,1,1,61824.00,61824.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3020,Administrative Services,4021,Investigations,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,62544.00,62544.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3020,Administrative Services,4021,Investigations,B 10,1,03A7,Administrative Assistant,Annual,1,1,71436.00,71436.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3020,Administrative Services,4021,Investigations,B 10,1,03A7,Administrative Assistant,Annual,2,1,53532.00,107064.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3020,Administrative Services,4021,Investigations,B 10,1,03A7,Administrative Assistant,Annual,1,1,51936.00,51936.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3020,Administrative Services,4021,Investigations,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,5812.00,5812.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,X 32,9,9684,Deputy Director,Annual,1,1,157332.00,157332.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 17,3,8621,Manager of Emergency Management Services,Annual,1,1,150240.00,150240.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 17,3,8621,Manager of Emergency Management Services,Annual,1,1,117912.00,117912.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 17,3,8621,Manager of Emergency Management Services,Annual,1,1,112536.00,112536.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 17,3,8621,Manager of Emergency Management Services,Annual,1,1,99480.00,99480.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 16,4,8620,Senior Emergency Management Coordinator,Annual,1,1,157332.00,157332.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 16,4,8620,Senior Emergency Management Coordinator,Annual,1,1,150240.00,150240.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 16,4,8620,Senior Emergency Management Coordinator,Annual,2,1,143400.00,286800.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 16,4,8620,Senior Emergency Management Coordinator,Annual,1,1,136908.00,136908.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 16,4,8620,Senior Emergency Management Coordinator,Annual,2,1,130668.00,261336.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 16,4,8620,Senior Emergency Management Coordinator,Annual,1,1,119100.00,119100.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 16,4,8620,Senior Emergency Management Coordinator,Annual,1,1,107508.00,107508.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 16,4,8620,Senior Emergency Management Coordinator,Annual,5,1,102588.00,512940.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 16,4,8620,Senior Emergency Management Coordinator,Annual,3,1,97956.00,293868.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 16,4,8620,Senior Emergency Management Coordinator,Annual,4,1,90732.00,362928.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,B 14,4,1912,Project Coordinator,Annual,1,1,75336.00,75336.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,BX 18,10,0310,Project Manager,Annual,1,1,124584.00,124584.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3030,Emergency Management,4086,Planning and Preparedness,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,34429.00,34429.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3050,City Operations,4145,Traffic Management Authority,BX 16,10,0802,Executive Administrative Assistant II,Annual,1,1,76476.00,76476.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3050,City Operations,4145,Traffic Management Authority,B 13,1,0308,Staff Assistant,Annual,1,1,108576.00,108576.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3050,City Operations,4145,Traffic Management Authority,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2265.00,2265.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3050,City Operations,4165,Operations Center,X 32,9,9684,Deputy Director,Annual,1,1,167964.00,167964.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3050,City Operations,4165,Operations Center,4 00,0,9108,Crimes Surveillance Specialist,Hourly,2080,0,18.92,39354.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3050,City Operations,4165,Operations Center,B 12,1,8625,Emergency Management Communications Officer,Annual,2,1,94452.00,188904.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3050,City Operations,4165,Operations Center,B 12,1,8625,Emergency Management Communications Officer,Annual,1,1,82140.00,82140.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3050,City Operations,4165,Operations Center,B 12,1,8625,Emergency Management Communications Officer,Annual,2,1,77640.00,155280.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3050,City Operations,4165,Operations Center,B 12,1,8625,Emergency Management Communications Officer,Annual,1,1,67608.00,67608.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3050,City Operations,4165,Operations Center,B 12,1,8625,Emergency Management Communications Officer,Annual,1,1,64488.00,64488.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3050,City Operations,4165,Operations Center,B 12,1,8625,Emergency Management Communications Officer,Annual,1,1,62544.00,62544.00
LOCAL,58,Office of Emergency Management and Communications,0353,Emergency Communication Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3050,City Operations,4165,Operations Center,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,14731.00,14731.00
LOCAL,1,Office of the Mayor,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Office of the Mayor,2005,Office of the Mayor,3007,Scheduling and Advance,0000,,1 00,9,9870,Advance,Annual,2,1,74592.00,149184.00
LOCAL,1,Office of the Mayor,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0000,,1 00,9,9616,Assistant Press Secretary,Annual,1,1,88644.00,88644.00
LOCAL,1,Office of the Mayor,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Office of the Mayor,2005,Office of the Mayor,3135,Office of Business  Economic and Neighborhood Development (BEND),0000,,1 00,9,9877,Director - Mayor's Office,Annual,1,1,129432.00,129432.00
LOCAL,1,Office of the Mayor,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Office of the Mayor,2005,Office of the Mayor,3135,Office of Business  Economic and Neighborhood Development (BEND),0000,,1 00,9,9877,Director - Mayor's Office,Annual,1,1,118176.00,118176.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3200,Executive Administration,0000,,1 00,9,9923,Commissioner of Cultural Affairs and Special Events,Annual,1,1,189828.00,189828.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3200,Executive Administration,0000,,X 31,9,9660,First Deputy Commissioner,Annual,1,1,149448.00,149448.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3200,Executive Administration,0000,,BX 16,10,1430,Policy Analyst,Annual,2,1,76476.00,152952.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3200,Executive Administration,0000,,B 15,1,1302,Administrative Services Officer II,Annual,1,1,89244.00,89244.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3200,Executive Administration,0000,,BX 16,10,0802,Executive Administrative Assistant II,Annual,1,1,80124.00,80124.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3200,Executive Administration,0000,,BX 16,10,0802,Executive Administrative Assistant II,Annual,1,1,76476.00,76476.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3200,Executive Administration,0000,,B 16,1,0634,Data Services Administrator,Annual,1,1,150240.00,150240.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3200,Executive Administration,0000,,X 33,9,0313,Assistant Commissioner,Annual,1,1,146808.00,146808.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3200,Executive Administration,0000,,BX 18,10,0311,Projects Administrator,Annual,1,1,89112.00,89112.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3200,Executive Administration,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,16732.00,16732.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3205,Finance and Administration,0000,,X 32,9,9679,Deputy Commissioner,Annual,1,1,167964.00,167964.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3205,Finance and Administration,0000,,BX 17,20,1778,Program Coordinator - Special Events,Annual,1,1,136692.00,136692.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3205,Finance and Administration,0000,,X 33,10,1757,Program Director - Cultural Affairs,Annual,1,1,121668.00,121668.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3205,Finance and Administration,0000,,B 14,1,1576,Chief Voucher Expediter,Annual,1,1,81324.00,81324.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3205,Finance and Administration,0000,,X 33,10,1525,Director of Purchase Contract Administration,Annual,1,1,146808.00,146808.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3205,Finance and Administration,0000,,BX 16,10,0347,Sponsorship Coordinator,Annual,1,1,94332.00,94332.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3205,Finance and Administration,0000,,BX 16,10,0347,Sponsorship Coordinator,Annual,1,1,80124.00,80124.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3205,Finance and Administration,0000,,B 16,4,0345,Contracts Coordinator,Annual,1,1,112536.00,112536.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3205,Finance and Administration,0000,,B 16,4,0345,Contracts Coordinator,Annual,1,1,97956.00,97956.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3205,Finance and Administration,0000,,BX 18,10,0311,Projects Administrator,Annual,1,1,89112.00,89112.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3205,Finance and Administration,0000,,X 33,0,0118,Director of Finance,Annual,1,1,137532.00,137532.00
